ASIN,Manufacturer,Name,Price,Product_description,Product_url,Rating,Reviews
B097JJ64SH,"Safari, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838","Genie Fringe Laptop Backpack for Women, 3 compartments, Stylish and Trendy College Bags for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose. 36 litres","1,124","How do you describe a Perfect School Backpack? Spacious enough to carry all the books, yet Light Weight! Padded Laptop Sleeve to keep it secure and sound. Multiple Pockets to segregate all the items and keep it easily accessible. An Organizer to keep your each and every school supplies in an arranged manner. Side Pocket to keep the Water Bottle. Water Resistant exteriors to keep all your worries at bay and lastly, latest and trendy design to keep those ""Cute Bagpack"" compliment coming in! Yes. We have that Perfect Bag for you, in our Genie store. Bringing you a cute, stylish and trendy design, Genie Fringe School Bag.",https://www.amazon.in/Genie-compartments-Resistant-Lightweight-Travelling/dp/B097JJ64SH/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-164,4.3 out of 5 stars,24
Sling Bag 6 chain - Grey,21 x 9 x 25 Centimeters,"DAHSHA Nylon Stylish Small 6 Multi-Pocket Zip Closure Sling Cross Body Travel Messenger One Side Shoulder Bag for Men & Women (Grey, 25 x 10 x 20 CM)",545, ,https://www.amazon.in/DAHSHA-Sling-Messenger-Bag-Grey/dp/B09CGDFNBV/ref=sr_1_166?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-166,4.0 out of 5 stars,860
B0BDSGZZQQ,"Brand Concepts Ltd, 140/2/2 Musakedi Squre, Ring Road, Indore, MP, 452001, Brand Concepts Ltd, 140/2/2 Musakedi Squre, Ring Road, Indore, MP, 452001",Tommy Hilfiger Matias Polyester 32L Laptop Backpack For Unisex - Black,"2,399","One of the leading lifestyle brands, TOMMY HILFIGER delivers superior styling, quality and value to consumers worldwide. The brand celebrates the essence of classic American cool and provides a refreshing twist to classic, American fashion.",https://www.amazon.in/Tommy-Hilfiger-Matias-Polyester-Backpack/dp/B0BDSGZZQQ/ref=sr_1_167?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-167,4.2 out of 5 stars,17
B0BTJ3WTMV,"Gear Merchandise Pvt Ltd, Gear Merchandise Pvt Ltd, E/12 West Chowbaga, Gulshan Colony, Kolkata 700100",Gear Double Decker 31L Large Water Resistant Faux Leather Anti-Theft Laptop Bag/Backpack/Office Bag for Men/Women (Black),"1,095",Each Gear Bag is born in our in-house design & prototyping studio & characterises a recognisable aesthetic & functionality,https://www.amazon.in/Gear-DOUBLE-DECKER-Resistant-Backpack/dp/B0BTJ3WTMV/ref=sr_1_199?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-199,3.9 out of 5 stars,46
B0C16VZCK7,"Half_Moon(AB Amazing Bags), Half_Moon, New Delhi","Half Moon Maverick 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment, Multiple Pockets & Rain Cover",549,"This backpack is built with sturdy materials, ensuring it is strong and durable. It boasts a trendy design, perfect for those who want to look stylish while carrying their belongings. It comes equipped with a rain cover to protect your belongings from the elements. The backpack includes a spacious 17 inch laptop compartment with padding to keep your laptop safe and secure. It also features an internal organizer with small pockets to keep your belongings organized. The backpack has strong and durable zippers that ensure easy and smooth opening and closing of the bag. The adjustable shoulder handles (straps) make it easy to adjust the backpack according to your comfort level. It also comes with two bottle/umbrella holders, making it convenient for you to carry your water bottle or umbrella. The backpack has a padded handle and padded laptop compartment to provide extra comfort while carrying your belongings. Its ergonomic design helps reduce the burden on your shoulders and back, making it easy to carry even for extended periods. The backpack features a reflector logo, ensuring visibility during low light conditions. Overall, this backpack is perfect for anyone looking for a stylish and functional backpack that can withstand daily wear and tear.",https://www.amazon.in/Half-Moon-Maverick-Spacious-Compartment/dp/B0C16VZCK7/ref=sr_1_198?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-198,3.7 out of 5 stars,68
 B0BRKBKKLY ,"
                ‎Dyazo, Dyazo F 15 Ground Floor Okhala Industrial Area New Delhi 110020 Customer care 7270000727 ",Dyazo 30 L Slim Business Laptop Backpack Casual Design Water Resistant Backpack for laptops for 15.6 inch laptop (Black),569,"This Stylish Laptop Backpack from Dyazo is Durable, Spacious and has a capacity of 30Ltrsand the Height of the Laptop Backpack is 15.6"" inches.The internal and external area of this laptop backpack is made of high quality water resistant Fabric which makes it durable",https://www.amazon.in/Dyazo-Business-Backpack-Resistant-laptops/dp/B0BRKBKKLY/ref=sr_1_165?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-165,4.1 out of 5 stars,126
B0B7X8BYQJ,Designed By Mokobara Lifestyle Private Limited,"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women","6,799"," Discover luggage, bags and premium travel accessories designed to elevate the joy of travel ",https://www.amazon.in/Mokobara-Backpack-Leather-Resistant-Laptop/dp/B0B7X8BYQJ/ref=sr_1_197?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-197,4.6 out of 5 stars,126
B0BRV3HVZ4,"Craloft, Sidhpur Highway, Beside National Auto Service Center, Kakoshi Char Rasta, pin-384151, Gujarat","CRALOFT Premium 9 Inch Mini Sling Bag for Men and Women, Small Travel Bag with Water-resistant, Compact, and Sturdy Small Sling Bag (S5, Black with Radium Bar)",589,"
                                                          ",https://www.amazon.in/CRALOFT-Premium-Water-resistant-Compact-S5/dp/B0BRV3HVZ4/ref=sr_1_196?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-196,4.3 out of 5 stars,254
B07XSTR69N,"Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838","Safari 48 Cms Black Formal/Office/Laptop Backpack With Anti-Theft, Lock, Usb And Rfid (Vault19Cbblk)",997,"Vault backpack is the only true ant theft backpack in the market. With an anti theft construction which keeps your laptop close to you, It also has an actual fixed lock so your belongings are always Completely secure. To protect your credit and debit cards, there is a dedicated rid pocket for your wallet. It also comes with a USB port to charge your devices on the go. The main compartment has been thoughtfully designed with tiny pockets so you can keep all your stuff organized.",https://www.amazon.in/Safari-Formal-Backpack-Anti-Theft-VAULT19CBBLK/dp/B07XSTR69N/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-163,4.0 out of 5 stars,927
Gear Merchandise PVT LTD,unisex-adult,Gear CarryOn 16L Foldable Water Resistant School Bag/Hiking Daypack/Backpack/College Bag for Men/Women (Black-Orange),229,"Intuitively crafted at the Gear design studio to balance comfort, style, endurance and functionality.",https://www.amazon.in/Black-Orange-Casual-Backpack-BKPCARYON0106/dp/B019HA8AQO/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-179,3.8 out of 5 stars,"5,625"
 B0C3R7SN3Q ,"
                ‎IRIS TECH, IRIS TECH,G-1/G-2, Dharam complex, Phase-1, Opp.Sapna Bar, Anjur Mankoli Road, Bhiwandi-421302 ","Amazon Basics Laptop Messenger Bag with Adjustable Shoulder Strap, Padded Compartment & Storage Pockets, Lightweight, Water-Resistant, Travel-Friendly, Fits Up To 14.1"" Laptops (Unisex, Black & Grey)",649, Get convenience and style with this laptop messenger bag from Amazon Basics. ,https://www.amazon.in/Adjustable-Compartment-Lightweight-Water-Resistant-Travel-Friendly/dp/B0C3R7SN3Q/ref=sr_1_195?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-195,3.9 out of 5 stars,"1,107"
Uber Fashion Merchandise Pvt. Ltd.,unisex-adult,"F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Black,Grey) Sch Bag",739,"Well if you are looking for a big bag which is also very Stylish, Durable, Waterproof with a Laptop in built sleeve then your search ends here. Yes you Got it Right!, This F Gear bag has three big compartments to boast of along with a huge horizontal pocket in the front and two bottle holders on both sides of the bag. It has an inbuilt Rain cover neatly tucked away in a concealed pocket along with Reflective Strips and Reflective Printing makes it a natural choice for rainy Season. Support at the base makes it suitable for rough/dirty terrains. Padded Shoulders and Back with Side Compression straps completes the picture. Comes with the F Gear promise for quality.",https://www.amazon.in/F-Gear-Blow-Laptop-Backpack/dp/B078J63VRY/ref=sr_1_182?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-182,4.2 out of 5 stars,"1,308"
B0BTD4S4XF,"EXPERTS, China",American Tourister Valex 28 Ltrs Large Laptop Backpack with Bottle Pocket and Front Organizer- Black,"1,399","A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self",https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_32?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-32,4.3 out of 5 stars,"1,345"
B08CRYJMQC,"Safari, Safari Industries India Ltd 302-303, A-Wing, The Qube, M V Road, Marol, Andheri East Mumbai - 400059",Safari RAY VOYAGE 53 Cms Small Cabin Polycarbonate (PC) Hard Sided 4 Wheels 360 Degree Wheeling System Printed Luggage/Suitcase/Trolley Bag (Blue),"2,299",Fixed Combination Lock to keep your belongings secure. Textured Polycarbonate Sratch Resistant Shell,https://www.amazon.in/Safari-Polycarbonate-Printed-Hardsided-Luggage/dp/B08CRYJMQC/ref=sr_1_180?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-180,3.9 out of 5 stars,"2,578"
B07B51CTNF,Killer,KILLER Casual College Bags Munich 29L Trendy Polyester Laptop Backpack,"1,119"," With comfort and   functionality as priorities, lots of people now use backpacks for their  everyday commute — just throw it over your shoulders and you’re hands-free.   This backpack is designed to make traveling easier by getting you where   you're going without overloading you. It also helps keep you orb providing   organized space for your personal items. ",https://www.amazon.in/KILLER-Polyester-Navy-Laptop-Backpack/dp/B07B51CTNF/ref=sr_1_181?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-181,4.1 out of 5 stars,734
,,"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",229,,https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XG77KN/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-26,4.1 out of 5 stars,"10,281"
B0B2WBJ2H8,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",ADISA Women's Girls Party Sling Bag Crossbody,309,"Box sling bag made with high quality PU with fancy show fitting on the front. The sling belt is a full length PU belt which is height adjustable. Inside it has 1 main compartment for convenience of storing your essentials with ease and without any hassle. This is a new and fresh design which is trending in the current fashion season. A classy and stylish sling perfect for parties and clubbing, or for casual daily use.",https://www.amazon.in/ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_31?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-31,4.0 out of 5 stars,689
,,"FATMUG Polyester Foldable Duffle Travel Bag Luggage For Travel, Packing And Storage - Men And Women - (60 L, Black)","1,099",,https://www.amazon.in/FATMUG-Foldable-Luggage-Packing-Storage/dp/B07YFNXC3H/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-20,4.2 out of 5 stars,"1,532"
 B085S444JV ,"
                ‎Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039 ","Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 15.6"" laptop) 30 L, Charcoal black",499,"
                                                          ",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-19,4.3 out of 5 stars,"13,238"
 B088XB5XY8 ,"
                ‎Korrun India Pvt. Ltd, Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka ","Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",229,"
                                                          ",https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_29?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-29,4.1 out of 5 stars,"10,281"
POLESTAR,unisex-adult,"POLESTAR Amaze 15.6 inch 30 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty",549,"This quality casual day pack comes without any bells and whistles. The clean silhouette is fashionable and modern while still having a heritage feel. There’s nothing complicated on this bag, just a 2 spacious main chamber for books and binders plus a laptop compartment . Back small zipper pocket for tiny things . The product is made from polyester on the inside and outside It features : Lite in weight backpack with spacious compartments, soft shell, zipper closure, shoulder strap and is targeted towards both the genders",https://www.amazon.in/POLE-STAR-Polyester-Backpack-Compartment/dp/B07D6NXR2Q/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-24,4.0 out of 5 stars,"6,169"
B09B26MB5M,"Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059","Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",599,,https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-68,3.8 out of 5 stars,"1,072"
B097PGGTNJ,"Safari, Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838","Genie Moonlight Laptop Backpack for Women, 3 compartments, Water Resistant and Lightweight Bags for Office and Travelling Purpose. 36 litres. (19 inch) Black colour",899,"How do you describe a Perfect Backpack? Spacious enough to carry a lot of stuff, yet Light Weight! Padded Laptop Sleeve to keep it secure and sound. Multiple Pockets to segregate all the items and keep it easily accessible. An Organizer to keep your each and every school supplies in an arranged manner. Side Pocket to keep the Water Bottle. Water Resistant exteriors to keep all your worries at bay and lastly, latest and trendy design to keep those ""Cute Bagpack"" compliment coming in! Yes. We have that Perfect Bag for you, in our Genie store. Bringing you a cute, stylish and trendy design, Genie Moonlight School Bag.",https://www.amazon.in/Genie-Moonlight-compartments-Lightweight-Travelling/dp/B097PGGTNJ/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-67,4.5 out of 5 stars,17
B0847PGZZM,"Trawoc Gears, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695",TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (PARENT) 1 Year Warranty,"2,246","The TRAWOC 80L backpack is perfect for any adventure! This unisex travelling bag is designed for trekking, hiking, and camping, with a premium padded shoulder strap and mesh padding for maximum comfort. The padded back panel ensures breathability during extended wear. This backpack features a premium buckle and YKK zipper for added durability, making it the perfect mountain bag or camping rucksack. The front opening provides easy access to your gear, and the integrated rain cover keeps your belongings dry during inclement weather. This large backpack is suitable for men, women, boys, and girls, and can be used as a biker backpack or riding backpack. It has a Luggage/suitcase-type opening, which makes packing and unpacking a breeze. The back padding ensures that it's comfortable to wear for long periods of time, making it perfect for touring or flight travel. The TRAWOC backpack is perfect for daypack use, with excess storage capacity and weight-bearing capacity too. It's available in a variety of colors and sizes, making it suitable for any adventure or occasion. The 1-year warranty ensures that you'll be able to enjoy your backpack for years to come. Whether you're a tourist, tourister, or outdoor enthusiast, this big bag is perfect for you. It's a must-have for anyone who loves adventure and wants to travel in style and comfort. So, get your TRAWOC backpack today and start your next adventure!",https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-66,4.4 out of 5 stars,"7,711"
B085MHDJ93,"Amazing Bags, Half_Moon, New Delhi","Half Moon 35L Water Resistant 15.6 inch Laptop Bag/ Backpack, Navy Blue | Office Bag for Men and Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",399," We(Half Moon) are sellers and manufacturers of various types of Customized Bags. Our product array comprises Backpacks, Sports Bags, Duffel Bags, Drawstring Bags, etc. These bags accomplish the customer's specifications and requirements. We provide these bags in numerous colors, designs, shapes, shades, patterns, etc. Our bags are known for lightweight, easy carrying, versatile usage, and durable nature. ",https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_22?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-22,3.9 out of 5 stars,"17,616"
" Narendar Plastics Pvt.Ltd, Narendar Plastics Pvt.Ltd , Survey no.436/1&2, Village Dabhel,Daman-396210(U.T.) Ph no :+91-22-26852500 ","
                ‎180 count ","Amazon Brand - Presto! Oxo-Biodegradable Garbage Bags, Medium -(19 x 21 inches) - 30 bags/roll (Pack of 6, Black)",289, These convenient garbage bags do not need any tearing and hence are ready to use. They come handy in various urgent situations such as cleaning a messy office or restaurant. ,https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PN8L4/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-25,4.4 out of 5 stars,"35,913"
B09KY5541N,Frantic,"Frantic Soft Cartoon Animal Velvet Plush School Backpack Bag For 2 To 5 Years Boys/Girls - Nursery, Preschool, Picnic",289,"This Attractive School bag is tailored keeping in mind kid’s hectic school work load. It is so spacious, trendy and attractive that your school going children will love to carry. It is not only superior in quality and finish but also very durable and sturdy! - Description This bag is made of durable materials for long lasting. It has 2 compartments. This Bag is Suitable for Age Group 1-5 Years going to Play School or Nursery. Whether Your Toddler or Kid Is Heading Off To School Or Going On Their First Big Adventure, Your Little One Will Love Carrying Their Very Own Backpack. - Perfect For:Preschool, Daycare, Hiking And Day Trips. A Perfect Backpack For Toddlers Headed To Preschool or Daycare. - Features: Include Roomy Main Zipper Pocket, Handle, Adjustable Shoulder Straps. - Specification: Material: VelvetSuit for: 1-5 years old childrenCompartments: 2 - Gift idea:This backpack is very beautiful and perfectly designed for your child.For Your Baby, it's the perfect gift for cuteness, softness",https://www.amazon.in/Frantic-Cartoon-Velvet-Preschool-Nursery/dp/B09KY5541N/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-65,3.8 out of 5 stars,"6,066"
 B07RTJV6G4 ,"
                ‎Others ","amazon basics Vacuum Compression Storage Bags with Hand Pump - Medium, 5-Pack",499," Save space where you need it most with the AmazonBasics Vacuum Compression Storage Bags with Hand Pump. This incredible storage solution allows you to easily vacuum-seal clothing, linens, drapery, and much more. Expertly protect your essentials and heirlooms from insects, mold, bad odors, and moisture while saving space at the same time. ",https://www.amazon.in/AmazonBasics-Vacuum-Compression-Storage-Medium/dp/B07RTJV6G4/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-63,4.4 out of 5 stars,"7,817"
B09176PYDR,Frantic,Frantic Velvet Kids School/Nursery/Picnic/Carry/Travelling Bag - 2 to 5 Year Age,259,"This Attractive School bag is tailored keeping in mind kid’s hectic school work load. It is so spacious, trendy and attractive that your school going children will love to carry. It is not only superior in quality and finish but also very durable and sturdy! ",https://www.amazon.in/Frantic-Velvet-School-Nursery-Travelling/dp/B09176PYDR/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-64,3.8 out of 5 stars,"3,436"
B09413KB4K,Handcuffs,Handcuffs Baby Diaper Bag Multifunctional Maternity Bags New Mom Dad Travel Backpack For Baby Care Nursing (Black),"1,186",Handcuffs Baby Diaper Bag Multifunctional Maternity Bags New Mom Dad Travel Backpack For Baby Care Nursing ,https://www.amazon.in/Handcuffs-Multifunctional-Maternity-Backpack-Nursing/dp/B09413KB4K/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-62,4.2 out of 5 stars,555
B09VTCNN75,"FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002","FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",639,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels.",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-23,4.1 out of 5 stars,"6,672"
B0C23Z9W18,Half_Moon,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,529,,https://www.amazon.in/Half-Moon-College-Spacious-Multiple/dp/B0C23Z9W18/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-21,3.5 out of 5 stars,356
 B09W4WJ1CB ,"
                ‎FLAB INTERNATIONAL PRIVATE LIMITED, FLAB INTERNATIONAL PRIVATE LIMITED ,PLOT NO. 357 E, PACE CITY-2, SEC-37, GURGAON - 122001 (HARYANA) INDIA ",Amazon Basics 20 ltrs Casual/Travel/College Backpack for 15.6-inch Laptop | Water Resistant Fabric,359," The easily accessible front pocket with a zipper helps store stationery, books, notepads, phones, etc. for quick access. Well-cushioned shoulder straps make it easy to carry all items. ",https://www.amazon.in/Amazon-Basics-Casual-Backpack-15-6-inch/dp/B09W4WJ1CB/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-61,4.0 out of 5 stars,420
B07QHMKHWH,"Safari, Safari Industries(India)Ltd.,302-303,A-Wing,The Qube CTS no-1498,A/2,MV road,Marol, Andheri(E), Mumbai-400059, Maharashtra. Phone Number +919819547085, Email Id : customercare@safari.in","Genie Camellia School Bag for Girls, 17 inch Backpack for Women, 3 compartments Water Resistant Stylish and Trendy College Backpacks for Girls",799,"Give your everyday routine a fresh update with Genie Camellia backpack. With all-over floral print, this backpack will be the style statement as you head off to class and your classmates stare in awe. It is spacious enough to carry all your supplies whilst looking cute.",https://www.amazon.in/Genie-Ltrs-School-Backpack-CAMELLIA17SBPIN/dp/B07QHMKHWH/ref=sr_1_30?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-30,4.2 out of 5 stars,"3,740"
B08WQ668WJ,"Atulitu Agency, 251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400093",Zipline Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag,843,"A super-slim design, trendy looks and durable construction - this stylish 36 L backpack from ZIPLINE has got everything that will complement your youthful personality. With its spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design Crafted from polyester, this medium backpack is sturdy enough to withstand regular wear and tear gracefully. It features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this bag can be easily adjusted according to your liking. Spacious Featuring one front pocket and three main compartments, all with speciality zippers, this bag offers you enough space to carry your books, files, coins, travel accessories, stationery, keys and mobile accessories. It comes with the ZIPLINE promise of quality.Product Description",https://www.amazon.in/Zipline-Nexa-Resistant-Bagpack-Backpack/dp/B08WQ668WJ/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-57,3.6 out of 5 stars,"1,045"
 B09QCYXZ1H ,"
                ‎Lenovo, Out shiny India Private Limited, Maruthi Mandira Arisina Kunta Bangalore Next to Holiday Plam Hotel India Pondy 2, Nelamang, Bangalore - 562123 ","Lenovo 16-inch Value Lite Backpack, Comfortable, Padded Back Panel, Slim and Sleek, Dedicated Laptop Compartment, Padded Shoulder Straps for Optimal Comfort and Ergonomic Support (4X41C94115)",649,"The Lenovo Value Lite 16-inch Backpack (India) offers a contemporary yet professional design and all the features you need at a value price. Composed of classic black PU leather material and quality metal hardware, this backpack's beautiful design aesthetic is not all it delivers. Along with the pure benefit of a hands-free bag, you will also enjoy the convenience of the most fundamental features such as ergonomic shoulder straps, front accessories zip pocket and larger main compartment with padded slot for laptops up to 16"".",https://www.amazon.in/Lenovo-Comfortable-Dedicated-Compartment-4X41C94115/dp/B09QCYXZ1H/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-58,4.6 out of 5 stars,24
 B07KT9Q54M ,"
                ‎32 litres ",Shalimar Premium OXO - Biodegradable Garbage Bags (Medium) Size 19 x 21 Inches 4 Rolls 120 Bags Dustbin Bag/Trash Bag - Black Color,269," Shalimar garbage bags comes in roll form and in convenient packs of 30 or 15 bags. Each bag has a unique detachable tie-tape to tie the bags after use and for easy disposal. They are tough, thanks to a special type of star seal at the bottom. It comes with a simple perforation technology for quickly separating the bags from the roll. Our Garbage Bags are designed to spread the word of hygiene and cleanliness by easy disposal of waste. These bags offer great flexibility, convenience and ensure a high degree of hygiene, whether at home or in office. Garbage bag is a very useful product for places like Kitchen, Offices, Parties, etc. ",https://www.amazon.in/Shalimar-Premium-Garbage-Medium-Rolls/dp/B07KT9Q54M/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1697642796&sprefix=ba%2Caps%2C283&sr=8-56,4.5 out of 5 stars,"18,730"
